NACHNAME;VORNAME;LIZENZNR;VEREIN;ELO_WERT;ELO_WERT_DELTA;PLATZIERUNG;ELO_KLASSIERUNG;ELO_KLASSIERUNG_HERREN
Steinmann;Nicolas;619074;Oberrohrdorf;629;0.0;3898;1;1
Haas;Philipp;819010;Schenkon;629;-1.0;3899;1;1
Gerber;Roland;518044;Heimberg;628;-4.0;3900;1;1
Mariño;Angel;717036;Gossau Zuerich;628;28.0;3901;1;1
Riza;Nazmi;713166;Young Stars ZH;628;16.0;3902;1;1
Fischer;Lucas;511062;Herzogenbuchsee;628;8.0;3903;1;1
Wozniak;Grzegorz;419003;Gampel-Steg;628;-3.0;3904;1;1
Maleczky;Akos;718073;Dübendorf-Volketswil;628;1.0;3905;1;1
Prandina;Manéo;117090;Veyrier;628;0.0;3906;1;1
Thommen;Daniel;617076;Gelterkinden;627;-11.0;3907;1;1
Hebler;Arto;119065;UGS-Chênois;627;-3.0;3908;1;1
Hofer;Markus;611071;Oberwil;627;-6.0;3909;1;1
Garcia;Sebastian;719035;Wetzikon;627;-3.0;3910;1;1
Miller;Chris;419040;Bulle;627;-3.0;3911;1;1
Choisy;Joakim;119044;Bernex;627;-3.0;3912;1;1
Rzayev;Magsud;119062;UGS-Chênois;627;-3.0;3913;1;1
Jäger;Diego;419083;Gampel-Steg;627;-3.0;3914;1;1
von Aesch;Rolf;500380;Grossaffoltern;627;-10.0;3915;1;1
Mouflard;Jean;419091;Montriond;627;-3.0;3916;1;1
Gasser;Sebastian;716119;Uster;627;-8.0;3917;1;1
Saldarriaga;Sébastian;116066;Veyrier;627;-16.0;3918;1;1
Kitos;Kimon;619070;Schöftland;627;-2.0;3919;1;1
Praplan;Romain;418068;Sion;627;32.0;3920;1;1
Scheibe;Benjamin;718102;Weinfelden;627;8.0;3921;1;1
Lützenberger;Andreas;504234;Langenthal;627;-5.0;3922;1;1
Jovanov;Dimitar;519036;Düdingen;626;-4.0;3923;1;1
Anderegg;Marco;519001;Grenchen;626;-10.0;3924;1;1
Scholz;Detlef Klaus;719027;Kreuzlingen;626;-4.0;3925;1;1
Kohler;Thierry;616018;Binningen;626;5.0;3926;1;1
Baptiste;Claude;406036;Penthalaz;626;26.0;3927;1;1
Henseler;Raul;818018;Rapid Luzern;626;26.0;3928;1;1
Mock;Adrian;719128;Uster;626;-4.0;3929;1;1
Christener;Loris;719044;Urdorf;626;-4.0;3930;1;1
Bruniaux;Jean-Christophe;419052;Sion;626;-4.0;3931;1;1
Stöcklin;Felix;715012;Arbon;626;26.0;3932;1;1
Velkor;Zivko;519034;Düdingen;626;-4.0;3933;1;1
Gloor;Janik;619085;Menziken;626;-4.0;3934;1;1
Moret;Michel;403322;Avry-Rosé;626;0.0;3935;1;1
Bertisch;Alexander;719064;Meilen-Männedorf;625;-5.0;3936;1;1
Reis;Manuel;213075;Centre Portugais;625;0.0;3937;1;1
Franks;Charles;619012;Muri;625;4.0;3938;1;1
Griffiths;Rhys;615066;Oberwil;625;-4.0;3939;1;1
Thoma;Christian;617036;Binningen;625;-3.0;3940;1;1
Hochreutener;Elias;718074;Wetzikon;625;50.0;3941;1;1
Studer;Roland;503547;Utzenstorf;625;-5.0;3942;1;1
Bierlaire;François;419045;Orbe;624;-6.0;3943;1;1
Chizhov;Alexandre;117086;UGS-Chênois;624;0.0;3944;1;1
Tacheron;Rémy;400246;Yverdon;624;24.0;3945;1;1
Culicigno;Domenico;216009;Nugerol-Le Landeron;624;-8.0;3946;1;1
Staub;René;519013;Münsingen;624;-6.0;3947;1;1
Mosberger;Jannis;719053;Steckborn-Homburg;624;-6.0;3948;1;1
Vuissoz;Xavier;419087;Montreux-Riviera;624;-6.0;3949;1;1
Knecht;Lukas;612036;Möhlin;624;13.0;3950;1;1
Britschgi;Nico;819008;Rotkreuz;624;-6.0;3951;1;1
Michalits;Luiz;719003;Gaiserwald;624;-6.0;3952;1;1
Pulfer;Jean-Pierre;600864;Zofingen;624;0.0;3953;1;1
Benninger;Daniel;718034;Affoltern A/A;624;24.0;3954;1;1
Lalkaka;Leo;719114;Affoltern A/A;624;-6.0;3955;1;1
Schneider;Théo;229015;Tramelan;623;-7.0;3956;1;1
Holtmann;Werner;519006;Bern;623;-7.0;3957;1;1
Simeonovic;Oliver;719017;Bassersdorf;623;-7.0;3958;1;1
Jacquet;Philippe;419068;Montriond;623;-7.0;3959;1;1
Cleusix;Adam;418085;Sion;623;0.0;3960;1;1
Wanner;Aaron;816001;Kriens;623;23.0;3961;1;1
Hostettler;Heinz;503536;Schwarzenburg;623;-7.0;3962;1;1
Krzelj;Josip;819048;Kriens;623;3.0;3963;1;1
Scheidegger;René;507031;Lyss;623;13.0;3964;1;1
Hoffmann;Rainer;605102;Spreitenbach;623;23.0;3965;1;1
Freidl;Patrick;619013;Muri;623;-7.0;3966;1;1
Tanner;Jörn;519011;Münsingen;623;-7.0;3967;1;1
Ngo;Tien Dat;419024;Lausanne;623;-7.0;3968;1;1
Bevelaqua;Gino;719137;Ettenhausen;623;3.0;3969;1;1
Unternährer;Thomas;719159;Schaffhausen;623;-7.0;3970;1;1
Von Bergen;Heinz;701767;Bassersdorf;623;0.0;3971;1;1
Puri;William;719015;Bassersdorf;623;-7.0;3972;1;1
Eden;Max Hero;819016;Rapid Luzern;623;-7.0;3973;1;1
Weber;Sebastian;719042;Weinfelden;623;-1.0;3974;1;1
Stirn;Hans;801620;Knutwil;623;0.0;3975;1;1
Baumann;Sylvain;519055;Worb;622;-8.0;3976;1;1
Perrinjaquet;Xavier;119026;Carouge;622;-8.0;3977;1;1
Willing;Frank;717084;Bülach;622;-15.0;3978;1;1
Liljebladh;Leevi;119091;Châtelaine;622;-8.0;3979;1;1
Herzig;Daniel;502233;bls Spiez;622;0.0;3980;1;1
ansari pir Serai;Sepanta;518051;Stettlen;622;0.0;3981;1;1
Da Cunha;Ricardo;119014;Onex;622;-8.0;3982;1;1
Odermatt;Julian;819038;Rothenburg;622;-8.0;3983;1;1
Schaub;Sven;618005;Brugg;622;20.0;3984;1;1
Vasquez-Valencia;Iker Rodrigo;119092;Châtelaine;622;-8.0;3985;1;1
Schnüriger;Ilai;819035;Kriens;622;-8.0;3986;1;1
Holzweissig;Dieter;516019;Huttwil;621;-9.0;3987;1;1
Lehmann;Jan;419075;Domdidier;621;-9.0;3988;1;1
Zeh;Kevin;519002;Münchenbuchsee;621;-9.0;3989;1;1
Lämmler;Manuel;716084;Flums;621;11.0;3990;1;1
Bachmann;Melvin;718089;Wädenswil;621;-4.0;3991;1;1
Manlla Ali;Ali;619028;Wohlen;621;-9.0;3992;1;1
Martin;Gilles;419025;Estavayer;621;-9.0;3993;1;1
Hedbom;Erik;719154;Horgen;621;-9.0;3994;1;1
Mozzi;Stefano;312019;Associazione Bellinzonese Tennistavolo;621;0.0;3995;1;1
Ray;Philippe;401631;Vaudoise-Assurances;621;-13.0;3996;1;1
Le Bigot;Oscar;119088;Carouge;621;-9.0;3997;1;1
Brichon;Nehuen;116053;Silver Star;620;0.0;3998;1;1
Lopez;Yoann;107015;Meyrin;620;19.0;3999;1;1
Aerne;Simon;719144;Flums;620;-10.0;4000;1;1
Loutan;Cayun;119085;Carouge;620;-10.0;4001;1;1
Imfeld;Ueli;704244;Bronschhofen;620;31.0;4002;1;1
Scribano;Massimo;216011;Centre Portugais;620;22.0;4003;1;1
Witschard;Jean-Pierre;415383;Matran;620;20.0;4004;1;1
Zehnder;Christophe;407130;Cheyres;620;16.0;4005;1;1
Pertz;Eberhard;503609;Romanel;620;20.0;4006;1;1
Tarchini;Nolan;119047;ZZ-Lancy;620;-10.0;4007;1;1
Veyre;Benjamin;603098;Oberwil;620;-10.0;4008;1;1
Adotsang;Karma;719070;Pinguin Zuerich;620;-10.0;4009;1;1
Werthmüller;Simon;519057;Worb;620;-10.0;4010;1;1
Buess;Jonathan;616034;Gelterkinden;620;20.0;4011;1;1
Messerli;Michael;517041;Köniz;620;10.0;4012;1;1
Casellini;Daniel;419055;Vevey;620;-10.0;4013;1;1
Pugliesi;Matteo;318004;Riva S.Vitale;620;0.0;4014;1;1
Marxer;Marco;718062;Ruggell;619;1.0;4015;1;1
Fagioli;Francesco;400459;Romanel;619;0.0;4016;1;1
Morandi;Yohan;319002;Locarno;619;-11.0;4017;1;1
Zaccomer;David;403572;Cheyres;619;16.0;4018;1;1
Nicolo;Matthieu;413065;Dorénaz;619;0.0;4019;1;1
Santomauro;Nathan;119068;Veyrier;619;-11.0;4020;1;1
Landolt;Samuel;717004;Balzers;619;-7.0;4021;1;1
Zbinden;Alfred;513015;Grossaffoltern;619;0.0;4022;1;1
Kangsabanik;Parthiv;618011;Wettstein Basel;619;-4.0;4023;1;1
Hofer;Reto;619075;Mellingen;619;-11.0;4024;1;1
Schmid;Martin;509011;Pieterlen;619;5.0;4025;1;1
Bühlmann;Hanspeter;815124;Rotkreuz;619;10.0;4026;1;1
Rüegg;Rolf;602260;Mellingen;619;19.0;4027;1;1
Hartung;Werner;614016;Breitenbach;619;14.0;4028;1;1
Mast;Matteo;819032;Kriens;619;-11.0;4029;1;1
Hotz;Valentin;219063;Omega;619;-11.0;4030;1;1
Wang;Hou Jie;419096;Gland;619;-11.0;4031;1;1
Hoidis;Markus;619073;Oberrohrdorf;618;-8.0;4032;1;1
Deillon;Sébastian;418011;Matran;618;-2.0;4033;1;1
Andermatt;Andri;718151;Uster;618;22.0;4034;1;1
Abetel;Michel;404322;Dorénaz;618;0.0;4035;1;1
Van Cauter;Stéphane;101369;Versoix;618;18.0;4036;1;1
Thach Ngoc;Andy;617079;Winznau;618;0.0;4037;1;1
Rosano;Alessio;719093;Schlatt bei Winterthur;618;-12.0;4038;1;1
Brandao;Yannic;618022;Oberrohrdorf;618;0.0;4039;1;1
Cacciapaglia;Sandro;719115;Affoltern A/A;618;-12.0;4040;1;1
Rossetti;Oscar;619062;Binningen;617;-13.0;4041;1;1
Hong;Minh Luyen;100977;Châtelaine;617;-13.0;4042;1;1
Perrasch;Dirk;517007;Schwarzenburg;617;-2.0;4043;1;1
Fellay;Bastien;412033;Penthalaz;617;17.0;4044;1;1
Ruof;Lukas;518020;Bern;617;-21.0;4045;1;1
Dimitrov;Kevin;518076;Lyss;617;0.0;4046;1;1
Nemeth;Karoly;400366;Collombey/Muraz;617;0.0;4047;1;1
Brütsch;Sven;719090;Schlatt bei Winterthur;617;-13.0;4048;1;1
Cordey;Gabriel;401772;Matran;617;17.0;4049;1;1
Egli;Christian;719092;Schlatt bei Winterthur;617;-13.0;4050;1;1
Koch;Calvin;719043;Weinfelden;617;-33.0;4051;1;1
Décaillet;Cédric;116008;Châtelaine;617;17.0;4052;1;1
Orzati;Alessandro;718106;Wädenswil;617;17.0;4053;1;1
Joray;Manuel;719025;Kreuzlingen;617;-13.0;4054;1;1
Koqinaj;Rilind;504181;Schmitten;617;17.0;4055;1;1
Malli Sunil;Suvirr;617040;Olten;616;-15.0;4056;1;1
Beloch;Andreas;702174;Buchs Zürich;616;8.0;4057;1;1
Ferrari;Many;219065;La Chaux-de-Fonds;616;-14.0;4058;1;1
Bader;Jean-Jacques;100271;Versoix;616;-2.0;4059;1;1
Dettwiler;Noah;719076;Kloten;616;-12.0;4060;1;1
Esposito;Cristian;618079;Spreitenbach;616;22.0;4061;1;1
Frolik;Niño Angelo;618076;Wettingen;616;36.0;4062;1;1
Tarchi;Pierre;119027;Carouge;616;-14.0;4063;1;1
Bender;Diego;117066;Meyrin;616;16.0;4064;1;1
Häfelfinger;Linus;619053;Gelterkinden;616;9.0;4065;1;1
Prior;Jacob;618060;Oberwil;616;-13.0;4066;1;1
Levermann;Thierry;418080;Forward-Morges;616;-18.0;4067;1;1
Andric;Andrija;618087;Wettstein Basel;616;0.0;4068;1;1
Rasiah;Lavan;719163;Niederhasli;616;-14.0;4069;1;1
Nwame;Paco;119011;Versoix;616;16.0;4070;1;1
Araujo;Roberto;118024;Carouge;616;-9.0;4071;1;1
Casale;Matteo;119057;Puplinge;615;-15.0;4072;1;1
Chèvre;Neho;219062;Delémont;615;-15.0;4073;1;1
Wyss;Ernst;503721;Münsingen;615;15.0;4074;1;1
Quintin;Lucien;400038;Forward-Morges;615;15.0;4075;1;1
Hitz;Josef;702779;Gaiserwald;615;4.0;4076;1;1
Laub;Andre;519015;Bern;615;-15.0;4077;1;1
Avdulji;Derin;419031;Trams-Renens;615;-15.0;4078;1;1
Risch;Lukas;718050;Triesen;615;-4.0;4079;1;1
Hudelist;Jan;719162;Romanshorn;615;-15.0;4080;1;1
Böhler;Benjamin;619038;Aarau;615;-15.0;4081;1;1
Knöri;Alexander Fernand;418024;Gampel-Steg;615;15.0;4082;1;1
Dufner;Jeremias;619032;Bremgarten;615;0.0;4083;1;1
Marozsan;Zoltan;519009;Thun;615;-15.0;4084;1;1
Rüttimann;Philip;618013;Bremgarten;615;15.0;4085;1;1
Müller;Emile;419006;Fribourg;615;-15.0;4086;1;1
Abt;Florian;518008;Langenthal;615;16.0;4087;1;1
Kocsis;Nicolas;401386;Bussigny;615;-27.0;4088;1;1
Flückiger;Marco;519016;Kirchberg;615;-9.0;4089;1;1
Scarano;Timeo;118099;Vernier;615;15.0;4090;1;1
Migliori;Dominic;709147;Buchs Zürich;614;14.0;4091;1;1
Malli Sunil;Shiivesh;617039;Olten;614;19.0;4092;1;1
Schmidt;Timon;619068;Rio-Star Muttenz;614;0.0;4093;1;1
Wicht;Gianluca;118089;UGS-Chênois;614;0.0;4094;1;1
Savoy;Thierry;404108;Montriond;614;1.0;4095;1;1
Bisson;Samuel;118098;Vernier;614;14.0;4096;1;1
Hager;Christophe;413076;Vaudoise-Assurances;614;14.0;4097;1;1
Imseng;Steven;709012;Rorschach;614;14.0;4098;1;1
Balcan;Dragos;117084;Veyrier;614;-39.0;4099;1;1
Gastl;Marius;719145;Thalwil;614;-16.0;4100;1;1
Periyasamy;Judah;419035;Sainte-Croix;614;-16.0;4101;1;1
Anderhalden;Timo;817016;Sarnen;614;-82.0;4102;2;2
Rotzler;Hans;600771;Möhlin;614;-12.0;4103;1;1
Leder;Damian;519032;Langnau;614;-16.0;4104;1;1
Sidler;Ryan;819046;Emmen;614;-16.0;4105;1;1
Berglas;Markus;816051;Dierikon-Ebikon;614;-3.0;4106;1;1
Wickart;Yaron;618064;Olten;613;6.0;4107;1;1
Rybicki;Robert;718145;Young Stars ZH;613;-14.0;4108;1;1
Osorio Bastidas;Carlos Roberto;419014;Lausanne;613;-17.0;4109;1;1
Abgottspon;Pius;401391;Stalden;613;0.0;4110;1;1
Demuth;Erol;402778;Lausanne;613;3.0;4111;1;1
Zurbriggen;Raphael;719069;Pinguin Zuerich;613;-17.0;4112;1;1
Clot;Bernard;404581;Montreux-Riviera;613;13.0;4113;1;1
Roshchin;Georgy;117062;UGS-Chênois;613;13.0;4114;1;1
Good;Laurenz;517056;Worb;613;25.0;4115;1;1
Häberli;Simon;614031;Gelterkinden;613;-1.0;4116;1;1
Schulthess;Daniel;700490;Wetzikon;613;1.0;4117;1;1
Curschellas;Mario;719173;Young Stars ZH;613;-17.0;4118;1;1
Reichenbach;Axel;419079;Bulle;613;-17.0;4119;1;1
Somville;Thomas;218081;Côte Peseux;613;13.0;4120;1;1
Ibrahimovic;Adrian;418105;Blonay;613;1.0;4121;1;1
Quitter;Dennis;618007;KV Liestal;613;11.0;4122;1;1
Ryf;Luzian;817030;Rapid Luzern;612;12.0;4123;1;1
Lucchesi;Pierre;405291;Grône;612;0.0;4124;1;1
Rigert;Fabian;815162;Hergiswil;612;0.0;4125;1;1
Keulen;Johannes;713172;Oberriet;612;-18.0;4126;1;1
Somasundram;Pranav;519056;Worb;612;-18.0;4127;1;1
Sciboz;Thoma;419019;Rossens;612;-18.0;4128;1;1
Hostettler;Remo;718053;Zürich-Affoltern;612;0.0;4129;1;1
Heimann;Jean-Marie;407010;Domdidier;612;-8.0;4130;1;1
Vargyasi;Béla;218065;Hauterive;612;0.0;4131;1;1
Mesenholl;Pablo;719131;Uster;612;0.0;4132;1;1
Pochon;Jérémy;417022;Fribourg;612;12.0;4133;1;1
Paupe;Melvin;518074;Thun;612;0.0;4134;1;1
Nogueira;Joel;518075;Belp;612;-10.0;4135;1;1
Valenza;André;400665;Nyon;612;0.0;4136;1;1
Häberlin;Philippe;100185;Veyrier;612;-2.0;4137;1;1
Dietrich;Jean Marc;419017;Rossens;611;-19.0;4138;1;1
Herzig;Dylan;515401;Herzogenbuchsee;611;2.0;4139;1;1
Iorio;Emilio;718072;Flums;611;-23.0;4140;1;1
Carrichon;Thibault;419033;Sainte-Croix;611;-19.0;4141;1;1
Hoang;Dinh-Tuong;101973;UGS-Chênois;611;8.0;4142;1;1
Gosteli;Nando;502920;Interlaken;611;-19.0;4143;1;1
Guhl;David;418045;Fribourg;611;11.0;4144;1;1
Vazquez;Enrique;116105;Veyrier;611;-3.0;4145;1;1
Padberg;Taddeo;816039;Kriens;611;11.0;4146;1;1
Erne;Florian;619084;Menziken;611;-19.0;4147;1;1
Del Principe;Lino;615121;Binningen;611;11.0;4148;1;1
Lakkakula;Siddhartha;715033;Niederhasli;611;0.0;4149;1;1
Dörflinger;Simon;616005;Basel;611;0.0;4150;1;1
Federicci;Lucas;417086;Château d'Oex;610;-13.0;4151;1;1
Tombez;Tibo;218078;Côte Peseux;610;-9.0;4152;1;1
Befecadu;Yared;116060;Silver Star;610;0.0;4153;1;1
Bauknecht;Till;819002;Zug;610;-20.0;4154;1;1
Gianetto;Nicolás;617030;Rio-Star Muttenz;610;-4.0;4155;1;1
Münch;Daniel Lukas;719066;Meilen-Männedorf;610;-20.0;4156;1;1
Kaufmann;Thomas;518056;Port;610;-1.0;4157;1;1
Pajaziti;Metin;619055;Spreitenbach;610;-20.0;4158;1;1
Jovanovic;Zikica;406093;Montreux-Riviera;610;10.0;4159;1;1
Derber;Sascha;719051;Steckborn-Homburg;610;-20.0;4160;1;1
Frauchiger;Manuel;719148;Balzers;609;-21.0;4161;1;1
Frey;Viktor;703244;Wolfhalden;609;0.0;4162;1;1
Zberg;Silas;719109;Embrach;609;-21.0;4163;1;1
Jeanfavre;Pierre;414003;Aigle;609;9.0;4164;1;1
Melly;Jean-Philippe;411002;Grône;609;-10.0;4165;1;1
Koltermann;Niklas;718101;Weinfelden;609;20.0;4166;1;1
Thoma;Daniel;719086;Wil SG;609;-21.0;4167;1;1
Julen;Bruno;401089;Zermatt;609;9.0;4168;1;1
Drabek;Erwin;402345;Yverdon;609;9.0;4169;1;1
Pillonel;Xavier;417082;Romanel;608;8.0;4170;1;1
Kölbl;Otto;418112;Lausanne;608;8.0;4171;1;1
Lipp;Thomas;801232;Knutwil;608;8.0;4172;1;1
Mirkovic;Jonatan;718042;Wil SG;608;19.0;4173;1;1
Ferrazzini;Diego;219074;Côte Peseux;608;-22.0;4174;1;1
Wismer;Guido;818036;Buochs;608;0.0;4175;1;1
Tanner;Jan;519012;Münsingen;608;-22.0;4176;1;1
Stäbler;Robin;719059;Winterthur;608;-22.0;4177;1;1
Luder;Yves;718133;Zürich-Affoltern;608;-22.0;4178;1;1
Adelantado;Alejandro;110099;Vernier;608;-12.0;4179;1;1
Michelangeli;Roberto;406019;Yvorne;608;-2.0;4180;1;1
Widmer;Thomas;716005;Oberriet;608;-2.0;4181;1;1
Sivakanthan;Purushothman;719108;Embrach;607;-23.0;4182;1;1
Humbert;Evan;212009;Le Locle;607;0.0;4183;1;1
Hubeli;Dominic;819044;Emmen;607;-23.0;4184;1;1
Gmünder;Simon;819030;Kriens;607;-23.0;4185;1;1
Aebi;Pascal;519040;Port;607;0.0;4186;1;1
Salzmann;Hans;801869;Rothenburg;607;0.0;4187;1;1
Winiger;Alexander;516008;Regio Moossee;607;7.0;4188;1;1
Breikers;Shantih;419069;Trams-Renens;607;-23.0;4189;1;1
Maye;Alexandre;419011;Lausanne;607;-23.0;4190;1;1
Ryf;Julien;206126;Moutier;607;-2.0;4191;1;1
Reynier;Alain;113002;Meyrin;607;-23.0;4192;1;1
Alloggia;Mattia;619003;KV Liestal;607;-22.0;4193;1;1
Postalov;Slave;519035;Düdingen;607;0.0;4194;1;1
Barakat;Adrien;419023;Lausanne;607;-23.0;4195;1;1
Chabert;Lucien;119072;Veyrier;607;-23.0;4196;1;1
Nagalosan;Ahaash;719132;Wädenswil;606;12.0;4197;1;1
Gianetto;Valentin;619067;Rio-Star Muttenz;606;0.0;4198;1;1
Wicht;Pierre-François;112017;Rapid-Genève;606;0.0;4199;1;1
Dikici;Mehmet;719142;Embrach;606;-24.0;4200;1;1
Itin;Aurel;809024;Schenkon;606;-4.0;4201;1;1
Zingarelli;Marco;518016;Langenthal;606;-17.0;4202;1;1
Sprenger;Rolf;701592;Toggenburg;606;-6.0;4203;1;1
Dutkowiak;Rafal Tomasz;818042;Emmen;606;27.0;4204;1;1
Bizzotto;Amadeo;618059;Bremgarten;606;0.0;4205;1;1
Lotz;Michael;907004;Greifensee;606;0.0;4206;1;1
Chen;Kevin;619047;Basel;605;0.0;4207;1;1
Bernard;Marc;119064;UGS-Chênois;605;-25.0;4208;1;1
Ivan;Todic;119082;Grand-Saconnex;605;-25.0;4209;1;1
Schneiter;Martin;418041;Stalden;605;5.0;4210;1;1
Nussbaumer;Antoine;218075;Tramelan;605;9.0;4211;1;1
Morf;Mattis;719040;Wetzikon;605;-14.0;4212;1;1
Vuadens;Elie;119034;Mandement;605;-25.0;4213;1;1
Steiner;Carlo;719167;Young Stars ZH;605;-14.0;4214;1;1
Haenni;Marc;419066;Rolle;605;-25.0;4215;1;1
Schmid;Liam Elia;516031;Kirchberg;605;13.0;4216;1;1
Forestier;Kilian;418036;Yvorne;605;-3.0;4217;1;1
Provenzano;Joshua;719088;St. Gallen;605;-25.0;4218;1;1
Negroni;Diego;618035;Copains Birsfelden;605;5.0;4219;1;1
Heyer;Heiko;719028;Rapperswil-Jona;605;-25.0;4220;1;1
Bernardini;Francesco;318009;Locarno;604;4.0;4221;1;1
Nyffeler;Lukas;516018;Huttwil;604;4.0;4222;1;1
Kurmann;Daniel;719143;Flums;604;-26.0;4223;1;1
Booth;Edward;616029;Oberwil;604;0.0;4224;1;1
Verardi;Bruno;601509;Lenzburg;604;0.0;4225;1;1
Perrin;Yanis;118072;Versoix;604;4.0;4226;1;1
Ibrahimovic;Yan;418106;Blonay;604;-26.0;4227;1;1
Nydegger;José;211008;Hauterive;604;4.0;4228;1;1
Cardinale;Leandro;619077;Döttingen;604;-7.0;4229;1;1
Di Bella;Sebastiano;619058;Binningen;604;-26.0;4230;1;1
Nath;Rana;817022;Zug;604;4.0;4231;1;1
Höhne;Manuel;519027;Langnau;604;-26.0;4232;1;1
Wüthrich;Ben;518027;Münsingen;603;0.0;4233;1;1
Müller;Roman;717147;Dübendorf-Volketswil;603;3.0;4234;1;1
Rasch;Loic;818053;Baar;603;2.0;4235;1;1
Niedzwiedz;Patrick;719004;Buchs St.Gallen;603;-27.0;4236;1;1
Cirelli;Giuseppe;519018;Wohlensee;603;-27.0;4237;1;1
Kübler;Marius;718147;Young Stars ZH;603;9.0;4238;1;1
Kottenauer;Eric;119098;Silver Star;603;-27.0;4239;1;1
Maggioni;Cristiano;619027;Brugg;603;8.0;4240;1;1
Zwiker;Stefan;817039;Rothenburg;603;-7.0;4241;1;1
Baumann;Nick Luca;617037;Binningen;603;3.0;4242;1;1
Stoller;Daniel;503232;Erlach;603;-27.0;4243;1;1
Jaussi;Silas;516017;Huttwil;603;10.0;4244;1;1
Amstutz;Christoph;719083;Schlatt bei Winterthur;603;-27.0;4245;1;1
Bapat;Hemant;818043;Dierikon-Ebikon;603;9.0;4246;1;1
Rickenbacher;Jean-Luc;518014;Bern;603;0.0;4247;1;1
Bürgisser;Markus;802103;Rothenburg;603;0.0;4248;1;1
Guex;Xavier;419085;Mézières;603;-27.0;4249;1;1
Sahakyan;Hrant;116013;Versoix;603;3.0;4250;1;1
Rubitschung;Gion;613051;Olten;603;3.0;4251;1;1
Kaufmann;Pascal;519049;Grenchen;603;-33.0;4252;1;1
Nguyen;Cong Thanh;819004;Emmen;602;-28.0;4253;1;1
Giger;Adrian;712116;Wolfhausen;602;2.0;4254;1;1
Tekin;Simon;719010;Gaiserwald;602;-28.0;4255;1;1
Russenberger;Samuel;715132;Embrach;602;2.0;4256;1;1
Müller;Hans-Rudolf;504228;bls Spiez;602;-13.0;4257;1;1
Busch;Paul;717020;Neuhausen;602;2.0;4258;1;1
Fecioru Morariu;Andrei;718021;Buchs St.Gallen;602;0.0;4259;1;1
Ladurner;Hermann;701955;Rüschlikon;602;-16.0;4260;1;1
Hayoz;Ethan;418026;Fribourg;602;-6.0;4261;1;1
Huynh;Lysander;618048;Möhlin;601;1.0;4262;1;1
Saam;Jean-Pascal;407012;Domdidier;601;1.0;4263;1;1
Satta;Luigino;115308;Versoix;601;1.0;4264;1;1
Loretan;Joë;417015;Marly;601;1.0;4265;1;1
Nantke;Nils;719121;Young Stars ZH;601;-29.0;4266;1;1
Vermot;Christian;213005;Le Locle;601;1.0;4267;1;1
Suter;Ueli;618065;Wettingen;601;1.0;4268;1;1
Levermann;Philippe;418081;Forward-Morges;601;0.0;4269;1;1
Baima;Luigino;115309;Versoix;601;-1.0;4270;1;1
von Planta;Urs;716078;Wettswil;601;1.0;4271;1;1
Kuenlin;Jacques;404637;Marly;600;0.0;4272;1;1
Cropt;Alex;404828;Yvorne;600;0.0;4273;1;1
Burch;Hans;700259;Horgen;600;0.0;4274;1;1
Besson;Jean-Luc;401330;Pully;600;0.0;4275;1;1
Imboden;Dominik;405318;Zermatt;600;0.0;4276;1;1
Pousaz;Jean-Pierre;409059;Yvorne;600;0.0;4277;1;1
Lalou;Dorian;118005;ZZ-Lancy;600;0.0;4278;1;1
Lim;Kevin;517040;Köniz;600;0.0;4279;1;1
Bichsel;Romain;518052;Köniz;600;0.0;4280;1;1
Dutriat;Loïc;518070;Lyss;600;0.0;4281;1;1
Sastre;Patrick;117031;Carouge;600;0.0;4282;1;1
Roos;Gabriel;617019;Wohlen;600;0.0;4283;1;1
Stellato;Loris;417026;Fribourg;600;0.0;4284;1;1
Bucher;Thomas;817020;Zug;600;0.0;4285;1;1
Gasparyan;Mikael;418050;Sierre;600;0.0;4286;1;1
Ducrest;Adrien;418101;Rossens;600;0.0;4287;1;1
De Matos;Jordan;118094;UGS-Chênois;600;0.0;4288;1;1
Eltschinger;Olivier;518062;Thörishaus;600;-7.0;4289;1;1
Mousset-Martigny;Robin;118104;Puplinge;600;0.0;4290;1;1
Fregonese;Gion;518028;Münsingen;600;0.0;4291;1;1
Crimella;Nathan;118115;Mandement;600;0.0;4292;1;1
Ringli;Jonathan;708030;Romanshorn;600;0.0;4293;1;1
Gauthey;Joël;500165;Regio Moossee;600;0.0;4294;1;1
Camelin;Alexandre;110036;Puplinge;600;0.0;4295;1;1
Regard;Georges;400070;Bougy;600;0.0;4296;1;1
Blanc;Cyril;412070;Ependes;600;0.0;4297;1;1
Descoeudres;Jacques;402029;Pully;600;0.0;4298;1;1
Chiu;Zhi-Yang;702030;Kloten;600;0.0;4299;1;1
Aerne;Pascal;715119;Gaiserwald;600;0.0;4300;1;1
Häfliger;Simon;816011;Schenkon;600;0.0;4301;1;1
Gnarini;Luca;315081;Locarno;600;0.0;4302;1;1
Uzunoglu;Can;717086;Kreuzlingen;600;0.0;4303;1;1
Schild;Victor;218079;Côte Peseux;600;0.0;4304;1;1
Müller;Benjamin;718019;Muolen;600;0.0;4305;1;1
Bachmann;Tobias;618021;Oberrohrdorf;600;0.0;4306;1;1
Aumann;Nathan;718162;Balzers;600;0.0;4307;1;1
Largey;Christophe;402770;Grône;600;0.0;4308;1;1
Hunziker;Manuel;609064;Waldenburg;600;0.0;4309;1;1
