NACHNAME;VORNAME;LIZENZNR;VEREIN;ELO_WERT;ELO_WERT_DELTA;PLATZIERUNG;ELO_KLASSIERUNG;ELO_KLASSIERUNG_HERREN
Ravey;Steve;405395;Martigny;840;28.0;2189;3;3
Fuchs;Markus;502301;SC Informatik Swisscom Wabern;840;22.0;2190;3;3
Akbari;Ali Reza;615056;KV Liestal;840;5.0;2191;3;3
Kammermann;Claude;402951;Bougy;840;0.0;2192;3;3
Fortuna;Stanislaw;911150;KV Liestal;840;4.0;2193;3;3
Dürrenmatt;Raphaël;101286;Vernier;840;1.0;2194;3;3
Altherr;Remo;703242;Wolfhalden;840;-12.0;2195;3;3
Schmidek;Stefan;701378;Rapperswil-Jona;840;-9.0;2196;3;3
Hasler;Roman;601694;Gelterkinden;839;-20.0;2197;3;3
Bouriel;Yoann;117110;Silver Star;839;14.0;2198;3;3
Grenouilleau;Sébastien;404056;Nestlé;839;-42.0;2199;4;4
Matthey;Samuel;401684;Rossens;839;0.0;2200;3;3
Paratore;Giovanni;401497;Forward-Morges;839;15.0;2201;3;3
Brogle;Robin;615075;Sisseln;839;0.0;2202;3;3
Tüscher;Patrick;701182;Embrach;839;-6.0;2203;3;3
Duca;Davide;305038;Tenero;839;0.0;2204;3;3
Nydegger;Yann;411048;Cheyres;839;18.0;2205;3;3
Flury;Serge;601002;Oberwil;839;16.0;2206;3;3
Andermatt;Lucas;713086;Thalwil;839;-6.0;2207;3;3
Reinhardt;Richard;500900;Münsingen;838;8.0;2208;3;3
Häusler;Eberhard;503722;Bern;838;9.0;2209;3;3
Hächler;René;700618;BW-Wollishofen;838;13.0;2210;4;4
Geissbuehler;Michael;700533;Buchs Zürich;838;-3.0;2211;3;3
Imhof;Samuel;911123;Collombey/Muraz;838;13.0;2212;3;3
Simonett;Manuel;711180;Bronschhofen;838;14.0;2213;3;3
Plebani;Firmo;300162;Riva S.Vitale;838;1.0;2214;3;3
Hohler;Peter;601419;Copains Birsfelden;838;-27.0;2215;3;3
Buloz;Jeremy;117082;Châtelaine;837;27.0;2216;3;3
Malakar;Madhav;715146;BW-Wollishofen;837;-48.0;2217;4;4
Leullieux;Jésus;115242;Meyrin;837;12.0;2218;3;3
Winiger;Urs;600079;Aesch;837;10.0;2219;3;3
Bucheli;Severin;811012;Sarnen;837;26.0;2220;3;3
Stutz;Beat;601330;Wohlen;837;-25.0;2221;4;4
Bärtschi;Ruedi;600231;Binningen;837;-20.0;2222;3;3
Frey;Timo;912075;Frick;836;14.0;2223;3;3
Lauterburg;Martin;708083;Dübendorf-Volketswil;835;-1.0;2224;3;3
Wächter;Martin;718006;St. Gallen;835;12.0;2225;3;3
Brechbühler;André;515867;Herzogenbuchsee;835;-27.0;2226;4;4
Kaptan;Saffet;611055;Sisseln;835;2.0;2227;3;3
Matter;William;701039;Thalwil;835;-17.0;2228;3;3
Staller;Jochi;703403;Diessenhofen;835;0.0;2229;3;3
Rupp;Stefan;512058;Heimberg;834;-6.0;2230;3;3
Marti;Alain;222015;Omega;834;-19.0;2231;3;3
Nicolet;Jérémie;819001;Emmen;834;59.0;2232;2;2
Thong;Sophany;600989;Wohlen;834;0.0;2233;3;3
Fey;Thomas;713045;Bülach;834;-19.0;2234;3;3
Gautschy;Beat;514002;Bern;834;2.0;2235;3;3
Ruttimann;Claude;400527;Estavayer;834;12.0;2236;3;3
Staudte;Thomas;718103;Meilen-Männedorf;834;5.0;2237;3;3
Zehnder;Toni;701463;Wil SG;834;-7.0;2238;3;3
Kollaart;Tamatoa;713156;Thalwil;834;3.0;2239;3;3
Fässler;Valentin;708039;Chur;833;6.0;2240;3;3
Magnin;François;210025;La Chaux-de-Fonds;833;8.0;2241;3;3
Colat;Vaclav;700296;Embrach;833;-11.0;2242;3;3
Spielmann;Andreas;709038;Imperial Winterthur;833;20.0;2243;2;2
Schönbächler;Paul;701494;Wädenswil;833;6.0;2244;3;3
Schwarz;Beat;500585;Stettlen;832;13.0;2245;3;3
Muller;Daniel;615068;Oberwil;832;1.0;2246;3;3
Inauen;Marcel;702027;Gossau St.Gallen;832;-9.0;2247;3;3
Mozes;Kalman;601234;Wohlen;832;-4.0;2248;3;3
Janko;Patrick Armando;613034;Lenzburg;832;5.0;2249;3;3
Grütter;Roger;700589;Dübendorf-Volketswil;832;-4.0;2250;3;3
Richstein;Claude;907003;Seebach-Kügeliloo;832;-7.0;2251;3;3
Dos Santos Alves;Luis Miguel;217017;Cortaillod;831;-8.0;2252;3;3
Meyer;Andreas;701920;Urdorf;830;0.0;2253;3;3
Tak Tak;Ghasem;717142;Winterthur;830;-15.0;2254;3;3
Zysset;Olivier;407060;Bougy;830;14.0;2255;3;3
Hartmann;Arthur;700641;Chur;830;2.0;2256;3;3
Dorthe;Jean-Bernard;401061;Marly;830;-70.0;2257;4;4
Neubauer;Franz;701168;Zürich-Affoltern;830;0.0;2258;3;3
Stankovic;Marko;416092;Crissier;830;41.0;2259;3;3
Ledergerber;Dominik;713034;Oberriet;829;151.0;2260;2;2
Cathrein;René;600931;Oberwil;829;-8.0;2261;3;3
Dupuy Camponogara;Robin;115540;ZZ-Lancy;829;4.0;2262;3;3
Atieh;Said;112082;Versoix;829;21.0;2263;3;3
Sollberger;Markus;418059;Nyon;829;26.0;2264;3;3
Cannon;Eric;607093;Waldenburg;829;9.0;2265;3;3
Frischknecht;Joel;707134;Herisau;829;7.0;2266;3;3
Von Hirschheydt;Hannes;600367;Bremgarten;828;-31.0;2267;4;4
Pries;Robert;614001;Wettingen;828;4.0;2268;3;3
Rosenast;Josef;700749;Muolen;828;3.0;2269;3;3
Loosli;Dominik;601409;Zürich-Affoltern;828;0.0;2270;3;3
Fossa;Silvano;711086;Herisau;828;10.0;2271;3;3
Studer;Tobias;700796;Wollerau;828;-14.0;2272;3;3
Roch;Thomas;405560;Collombey/Muraz;827;0.0;2273;3;3
Brandao;Nicolas;611039;Oberrohrdorf;827;34.0;2274;3;3
Imfeld;Linus;817014;Sarnen;827;23.0;2275;3;3
Torres;Geodric;117076;Châtelaine;827;27.0;2276;3;3
Karlen;Noah;418018;Lausanne;827;16.0;2277;3;3
Weiss;Peter;700531;Winterthur;826;-39.0;2278;4;4
Magaz;José-Fernando;106112;Onex;826;-34.0;2279;4;4
Stammeier;Mathias;719141;Höngg;826;11.0;2280;3;3
Winkler;Tim;513025;Bern;825;-5.0;2281;3;3
Von Arb;Andreas;600509;Entfelden;825;17.0;2282;3;3
Häfliger;Beat;800621;Kriens;825;-2.0;2283;3;3
Demmler;Roger;910043;Frick;824;25.0;2284;3;3
Gopalakrishnan;Narayan;100922;Silver Star;824;9.0;2285;3;3
Schärer;Ueli;512005;Herzogenbuchsee;824;0.0;2286;3;3
Kora;Karl;704235;Wollerau;824;-13.0;2287;3;3
Jordi;Willy;500891;Münsingen;824;0.0;2288;3;3
Droux;Christophe;117036;Onex;824;51.0;2289;3;3
Voyame;Michel;209044;Delémont;824;14.0;2290;3;3
Chen;Daniel;618018;Bremgarten;823;109.0;2291;2;2
Senn;Thimo;817031;Rapid Luzern;823;41.0;2292;3;3
Boegli;Denis;229001;Tramelan;823;-15.0;2293;3;3
Quranolli;Florian;718140;Wädenswil;823;37.0;2294;3;3
Bionda;Lionel;105053;Mandement;823;-5.0;2295;3;3
Portmann;Rolf;502866;Port;823;0.0;2296;3;3
Wolff;Dario;713080;Romanshorn;822;-37.0;2297;3;3
Lehner;Dominique;700295;Bülach;822;5.0;2298;3;3
Stäheli;Markus;702450;Steckborn-Homburg;822;22.0;2299;3;3
Bovin;Jakob;113035;Versoix;821;7.0;2300;3;3
Monteirao da Silva;Paulo Diogo;419063;Bulle;821;6.0;2301;3;3
Breitschmid;Marc;715125;Rüti;821;17.0;2302;3;3
Commichau;Sebastian;719101;BW-Wollishofen;821;6.0;2303;3;3
Birrer;Daniel;803162;Goldau;820;-13.0;2304;3;3
Rothenbühler;Martin;503924;Langnau;820;7.0;2305;3;3
Kopilovic;Sascha;612029;Gelterkinden;820;-7.0;2306;3;3
Sivarajah;Pranavan;514046;Brügg;820;0.0;2307;3;3
Kleiner;Roman;607034;Döttingen;820;34.0;2308;2;2
Terzolo;Jean-Luc;401132;Trams-Renens;819;-4.0;2309;3;3
Kaufmann;Andreas;414075;Yverdon;819;0.0;2310;3;3
Fleury;Daniel;209016;Delémont;819;-19.0;2311;3;3
Alder;Stefan;705066;Meilen-Männedorf;819;-36.0;2312;3;3
Ben M'Rabet;Julien;410087;Martigny;819;4.0;2313;3;3
Reimann;Nicky;616072;Döttingen;819;87.0;2314;2;2
Donatsch;Markus;702142;Steckborn-Homburg;819;0.0;2315;3;3
Brunner;Roger;714040;Glarus;819;15.0;2316;3;3
Crettenand;Mario;101653;Puplinge;818;-4.0;2317;3;3
Maiz Calle;Pablo Facundo;113052;ZZ-Lancy;818;24.0;2318;3;3
Schmitt;Benjamin Uwe;714128;Thalwil;818;53.0;2319;2;2
Lucio;Marcos;115304;Versoix;818;13.0;2320;3;3
Baumgartner;Werner;700089;Gossau St.Gallen;818;-10.0;2321;3;3
Pettikoffer;Christian;712122;Neuhausen;818;12.0;2322;3;3
Florin;Anders;100392;Mandement;818;-12.0;2323;3;3
Vautier;Denis;404466;Bougy;818;1.0;2324;3;3
Marty;Robin;415702;Lausanne;818;8.0;2325;3;3
Scherrer;Hansjürg;701428;Urdorf;817;0.0;2326;3;3
Lanz;Toni;501114;Huttwil;817;-15.0;2327;3;3
Ziethen;Hans-Heinrich;800964;Sarnen;817;0.0;2328;3;3
Grieder;Philippe;600005;Frenkendorf/Füllinsd.;817;-7.0;2329;3;3
Essmann;Daniel;617092;Frick;817;60.0;2330;3;3
Casciotta;Omar;304044;Lugano;817;22.0;2331;3;3
Schneider;Paul;500105;Pieterlen;817;-43.0;2332;4;4
Schläpfer;Roger;701190;Herisau;817;12.0;2333;3;3
Lombardet;Eric;235017;Hauterive;816;7.0;2334;3;3
Barro;Florian;104092;Veyrier;816;26.0;2335;3;3
Hübscher;Jürg;500389;Grossaffoltern;816;-24.0;2336;3;3
Mörtlseder;Jürg;701095;Toggenburg;816;28.0;2337;3;3
Saucy;Michel;100093;Châtelaine;816;-40.0;2338;3;3
Roth;Oliver;606032;Mellingen;816;1.0;2339;3;3
Logo;Hansjörg;800565;Goldau;816;-10.0;2340;3;3
Sinani;Ismet;415994;Nyon;816;-27.0;2341;3;3
Vuagniaux;Marcel;400463;Mézières;816;23.0;2342;3;3
Szelindi;Attila;503950;SC Informatik Swisscom Wabern;816;0.0;2343;3;3
Chéront;Rémi;119045;ZZ-Lancy;815;0.0;2344;3;3
Kayaoglu;Garbis;510067;Ostermundigen;815;0.0;2345;3;3
Boddé;Aron;804025;Rothenburg;815;-28.0;2346;4;4
Rossier;Patrick;400118;Bulle;815;0.0;2347;3;3
Jordi;Max;912053;Gelterkinden;815;-20.0;2348;3;3
Spillmann;Adrian;416028;Crissier;815;-19.0;2349;3;3
Pan;Christophe;119018;Châtelaine;815;0.0;2350;3;3
Strasser;Christoph;502963;Burgdorf;815;0.0;2351;3;3
Uehli;Corsin;716086;Flums;815;46.0;2352;2;2
mc Hugo;Sam;119054;Mandement;814;-1.0;2353;3;3
Tombet;Alain;102167;Rapid-Genève;814;-11.0;2354;3;3
Gerjes;Rolf Dieter;714079;Triesen;814;-1.0;2355;3;3
Hau;Christian;519010;Aarberg;814;-1.0;2356;3;3
Maurer;Jürg;501928;Lyss;814;4.0;2357;3;3
Furler;Dominik;601112;Pratteln;813;0.0;2358;3;3
Praplan;Fabrice;417050;Sion;813;71.0;2359;2;2
Ramisch;Stefan;600858;Oberrohrdorf;813;14.0;2360;3;3
Luder;Fritz;500203;Langenthal;813;-13.0;2361;3;3
Aliakbar Kamrani;Arian;213080;Omega;812;36.0;2362;3;3
Bürge;Dieter;601036;Frenkendorf/Füllinsd.;812;0.0;2363;3;3
Jaisser;Jan;712042;Weinfelden;812;16.0;2364;3;3
Zimmermann;Jörg;608055;Liebrüti;811;-6.0;2365;3;3
Kaufmann;Christoph;613011;Basel;811;-23.0;2366;3;3
Esteves;Carlos;117028;Versoix;811;0.0;2367;3;3
Kleeb;Fabian;608060;Menziken;811;-8.0;2368;3;3
Brandao;Toni;611040;T-Card;810;-5.0;2369;4;4
Wälti;René;500063;Lyss;810;-38.0;2370;4;4
Bubak;Miroslaw;616040;Brugg;810;-19.0;2371;3;3
Wehrli;Dario;315086;Locarno;810;-13.0;2372;3;3
Oklé;Alain;701220;Ettenhausen;810;-3.0;2373;3;3
Generowicz;Max;117119;Châtelaine;810;54.0;2374;2;2
Cohades;Amaël;405767;Eysins;810;28.0;2375;3;3
Loosli;Simon;614028;Brugg;810;-24.0;2376;3;3
De Linhares Gonçalves;Ricardo Jorge;415997;Vaudoise-Assurances;810;26.0;2377;3;3
Iten;Patrick;813023;Steinhausen;809;-9.0;2378;3;3
Chablais;Arnaud;415841;Fribourg;809;10.0;2379;3;3
Boulan;Jacques;219070;Cortaillod;809;-6.0;2380;3;3
Huber;Werner;700721;Schaan-Eschen/Mauren;809;-19.0;2381;3;3
Odillon;Michel;504330;SC Informatik Swisscom Wabern;809;0.0;2382;3;3
Zahnd;Hans;500496;Niederscherli;809;3.0;2383;3;3
Hagel;Mauro;719082;Zürich-Affoltern;809;2.0;2384;3;3
Borer;Urs;400378;Brig-Glis;808;-8.0;2385;3;3
Nägeli;Niklaus;712047;Diessenhofen;808;4.0;2386;3;3
Schenk;André;501699;Wynigen;808;-9.0;2387;3;3
Schmidt;Chasper;504411;Langnau;807;-23.0;2388;3;3
Procaccini;Antonio;112072;ZZ-Lancy;807;17.0;2389;3;3
Von Rotz;Jan;814008;Rothenburg;807;-13.0;2390;3;3
Teslenko;Igor;118027;Grand-Saconnex;807;2.0;2391;3;3
Jost;Beat;801595;Schenkon;807;14.0;2392;3;3
Quartenoud;Victor;410020;Ependes;807;64.0;2393;2;2
Keusch;Lenni;718118;Young Stars ZH;807;49.0;2394;2;2
Dietrich;Nicolas;411024;Matran;806;-16.0;2395;3;3
Jovanov;Nenad;608107;Copains Birsfelden;806;1.0;2396;3;3
Sterchi;Matthias;504025;Wichtrach;806;-25.0;2397;3;3
Vuagnoux;Jacques;102149;Veyrier;806;-5.0;2398;3;3
Meschenmoser;Marc;700253;Rapid-Genève;806;2.0;2399;3;3
Wiedner;Ralf;716141;St. Gallen;806;39.0;2400;2;2
Lötscher;Daniel;510032;Düdingen;806;-39.0;2401;3;3
Mattenberger;Toni;600261;Lenzburg;805;5.0;2402;3;3
Rappo;François;402898;Collombey/Muraz;805;0.0;2403;3;3
Bierlaire;Michel;405211;Orbe;805;-3.0;2404;3;3
Duarte;José;412041;Dorénaz;805;25.0;2405;3;3
Sedaghat-Amoli;Sina;218090;Aarberg;805;40.0;2406;2;2
Becker;Manuel;719063;St. Gallen;805;-10.0;2407;3;3
Piolino;Daniel;413068;Lausanne;805;-26.0;2408;3;3
Wiedenkeller;Marvin;716120;Uster;805;0.0;2409;3;3
Nguyen;Ludovic;410029;Romanel;805;7.0;2410;3;3
Buchmann;Marcel;718167;Wollerau;805;21.0;2411;3;3
Glucker;Marc;717097;Schaffhausen;804;-11.0;2412;3;3
Randegger;Lukas;907005;Buchs Zürich;804;9.0;2413;3;3
Etchepareborda;Prasad;414083;Rolle;804;-29.0;2414;3;3
Hostettler;Alexander;713079;Romanshorn;804;17.0;2415;3;3
Nguyen;Minh Dung;417017;Romanel;803;-36.0;2416;3;3
Brügger;Markus;503688;Düdingen;803;-37.0;2417;3;3
Schneider;Benjamin;403564;Bussigny;803;-14.0;2418;3;3
Bernhard;Adrian;904091;Kloten;803;-2.0;2419;3;3
Mayer;Christoph;705214;Niederhasli;803;-8.0;2420;3;3
Jordan;Sam;703155;Urdorf;803;10.0;2421;3;3
Houriet;Adrien;405777;Montreux-Riviera;803;0.0;2422;3;3
Monemoto-Zeh;Ange Emmanuel;235120;Delémont;803;0.0;2423;3;3
Flückiger;Daniel;518039;Solothurn;803;33.0;2424;3;3
Seiler;Jonas;613067;Wohlen;803;0.0;2425;3;3
Sahin;Selami;704106;Pinguin Zuerich;803;-6.0;2426;3;3
Maas;Marinus;811011;Dierikon-Ebikon;803;8.0;2427;3;3
Bergmann;Marco;503876;Burgdorf;803;-12.0;2428;3;3
Beron;Esteban;114090;ZZ-Lancy;802;-1.0;2429;3;3
Ducrest;Marc-André;404045;Villars/Glâne;802;-23.0;2430;3;3
Zwald;René;701937;Horgen;802;0.0;2431;3;3
Jäggi;Andreas;501599;Studen;802;-2.0;2432;3;3
Pillonel;Daniel;402735;Cheyres;802;-2.0;2433;3;3
Zbinden;Michel;404846;Avry-Rosé;802;8.0;2434;3;3
Biedermann;Christophe;405473;Montreux-Riviera;802;0.0;2435;3;3
Monjournal;Daniel;400539;Sion;802;3.0;2436;3;3
Carrel;Daniel;404710;Bulle;802;11.0;2437;3;3
Todic;Vitomir;100823;Grand-Saconnex;802;9.0;2438;3;3
Schürch;Harald;604104;Niedergösgen;802;6.0;2439;3;3
Schläpfer;Yannick;713104;Steckborn-Homburg;802;8.0;2440;3;3
Dümpelmann;Ralf;600757;Sisseln;801;-22.0;2441;3;3
Durdag;Sener;608086;Copains Birsfelden;801;86.0;2442;2;2
Bertschi;Thomas;600514;Fortuna Hausen;801;15.0;2443;2;2
Zumbach;Michael;602428;Wettingen;801;34.0;2444;2;2
Roth;Jonas;701664;Rapperswil-Jona;801;-17.0;2445;3;3
Bruggmann;Yuma;615033;Bremgarten;801;10.0;2446;3;3
Dekanov;Paul;717022;Wollerau;800;15.0;2447;3;3
Hänggi;Ueli;600200;Breitenbach;800;-2.0;2448;3;3
Zürcher;Leonalou;415847;Fribourg;800;54.0;2449;2;2
Matha;Joachim;702408;Dietikon-Weiningen;800;-11.0;2450;3;3
Bucher;Beat;404158;Oberdiessbach;800;-15.0;2451;3;3
Walther;Lukas;502838;Tiefenau;800;-19.0;2452;3;3
Frecker;Mark;601100;Lenzburg;800;7.0;2453;3;3
Studerus;Marcel;801797;Rotkreuz;799;3.0;2454;3;3
Nusslé;Luc;409036;Vaudoise-Assurances;799;28.0;2455;3;3
Fairbrother;Euan;615067;Oberwil;799;22.0;2456;3;3
Frühauf;Karol;600185;Baden;799;0.0;2457;3;3
Mettler;Jakob;700591;St. Gallen;799;-30.0;2458;3;3
Sahy;Marc;405852;Collombey/Muraz;799;0.0;2459;3;3
Weiss;Sandro;714119;Wallenwil;799;1.0;2460;3;3
Moullet;Pierre-Emmanuel;911017;Fribourg;799;-57.0;2461;3;3
Burri;Nicolas;509061;Worb;798;-2.0;2462;3;3
Hoffer;André;227026;Cernier;798;5.0;2463;3;3
Vuadens;Vincent;410077;Versoix;798;9.0;2464;3;3
Burnier;Bénédict;100455;Versoix;798;0.0;2465;3;3
Spiegelberg;Sven;708003;Gossau St.Gallen;798;-27.0;2466;3;3
De Gasparo;Charles-Etienne;503534;Schmitten;798;16.0;2467;3;3
Baumer;Gerhard;500438;Tiefenau;797;0.0;2468;3;3
Malogajski;Vladimir;503735;Schmitten;797;0.0;2469;3;3
Probst;Daniel;601267;Wettstein Basel;797;0.0;2470;3;3
Teng;Chhun;413104;Chexbres;797;0.0;2471;3;3
Schümatschek;Franz;701504;Affoltern A/A;797;-20.0;2472;3;3
Füchsle;Dieter;601699;Döttingen;796;13.0;2473;3;3
Märki;Hanspeter;601608;Brugg;796;-31.0;2474;3;3
Vuong;Van Thanh;102206;Mézières;796;-7.0;2475;3;3
Blaser;Simon;611054;Sisseln;796;0.0;2476;3;3
Wang;David;115545;Silver Star;795;12.0;2477;3;3
Sallin;Jean-Pierre;404275;Collombey/Muraz;795;-22.0;2478;3;3
Fries;Marcel;800883;Rothenburg;795;12.0;2479;3;3
Laube;Andrea;300211;Locarno;795;-1.0;2480;3;3
Aebischer;Thomas;712120;Zürich-Affoltern;795;-4.0;2481;3;3
Stocker;Hans;811006;Baar;795;-56.0;2482;3;3
Kocher;Fabrice;502198;Brügg;795;14.0;2483;3;3
Koch;Martin;600620;KV Liestal;795;26.0;2484;2;2
Spörri;Nico;708019;Buchs Zürich;794;7.0;2485;3;3
Jouan;Patrice;416079;Rossens;794;27.0;2486;2;2
Hänel;Stefan;718117;Bülach;794;37.0;2487;2;2
Zamora Lopez;Miguel Fernando;613004;Aesch;794;9.0;2488;3;3
Schmid;Matthias;600493;Brugg;794;-27.0;2489;3;3
Rouault;Corentin;417062;Lausanne;793;-35.0;2490;3;3
Metzger;Cédric;706099;Wil SG;793;0.0;2491;3;3
Fleury;Jonathan;412054;Yvonand;793;-25.0;2492;3;3
Crelier;Thierry;102228;Montriond;793;3.0;2493;3;3
Konzett;Stefan;801536;Knutwil;793;-4.0;2494;3;3
Boustany;Georges;119036;UGS-Chênois;793;-22.0;2495;1;1
Chai;David;705180;Gossau Zuerich;793;6.0;2496;3;3
Pacozzi;Romeo;701213;Pinguin Zuerich;792;-20.0;2497;3;3
Loher;Rico;703304;Wolfhalden;792;-6.0;2498;3;3
Kern;Oskar;700802;Wettingen;792;0.0;2499;3;3
Mirza;Dean;816049;Baar;792;6.0;2500;3;3
Michel;Remo;504123;Herzogenbuchsee;792;-11.0;2501;3;3
Bühren;Michael;700027;Buchs Zürich;792;-19.0;2502;3;3
He;Shuoyang;418017;Lausanne;792;-1.0;2503;3;3
Péclat;Bernard;101540;Onex;791;-9.0;2504;3;3
Ahmad Hamzeh;Shoresh;519033;Solothurn;791;88.0;2505;2;2
Portmann;Yannik;812035;Kriens;791;0.0;2506;3;3
Puskas;Gabor;101382;ZZ-Lancy;791;-33.0;2507;3;3
Wagner;Urs;700127;Horn;790;0.0;2508;3;3
Pittet;Christian;404662;Avry-Rosé;790;0.0;2509;3;3
Réganely;Michel;403502;Cheyres;790;6.0;2510;3;3
Durrer;Peter;703348;Urdorf;790;5.0;2511;3;3
Eberle;Marco;706033;Balzers;790;20.0;2512;3;3
Günnel;Daniel;707130;Dübendorf-Volketswil;789;0.0;2513;3;3
Pereira;Shelby;416065;Lausanne;789;-19.0;2514;3;3
Berdnik;Dusan;718176;Buchs St.Gallen;789;0.0;2515;3;3
Dreier;Oliver;609023;Breitenbach;789;14.0;2516;2;2
Dos Santos;Nelson;116007;Migros;789;-23.0;2517;3;3
Omlin;Jeffrey;618078;Rio-Star Muttenz;788;27.0;2518;3;3
Peyraud;Martin;403295;Fribourg;788;30.0;2519;2;2
Luginbühl;Markus;501050;Münchenbuchsee;788;7.0;2520;3;3
Schäfer;Christian;911119;Hünenberg;788;-2.0;2521;3;3
Schär;Peter;502872;Brügg;788;-8.0;2522;3;3
Nesterenko;Yury;601388;Breitenbach;787;0.0;2523;3;3
König;Markus;613066;Zürich-Affoltern;787;13.0;2524;3;3
Pfister;Kevin;713051;Rapperswil-Jona;787;-50.0;2525;3;3
Eckmann;Nicolas;717009;Wuppenau;787;-30.0;2526;2;2
Berkani;Ilyass;211019;Côte Peseux;787;10.0;2527;3;3
Gerber;Arthur;205058;Porrentruy;787;56.0;2528;2;2
Frei;Jérôme;515502;Solothurn;786;0.0;2529;3;3
Guillot;Laurent;108036;Silver Star;786;-31.0;2530;3;3
Bersot;Pierrick;210007;La Chaux-de-Fonds;786;0.0;2531;3;3
Santana;David;408024;Orbe;786;45.0;2532;2;2
Kaholi;Patrick;702078;Chur;786;-23.0;2533;3;3
Morello;Salvatore;601231;Oberrohrdorf;785;-11.0;2534;3;3
Schmid;Oliver;517063;Ostermundigen;785;49.0;2535;2;2
Camponovo;Pio;300004;Tenero;785;0.0;2536;3;3
Schwarz;Hansueli;500586;Stettlen;785;-3.0;2537;3;3
Jerôme;Christopher;600494;Liebrüti;785;0.0;2538;3;3
Rémy;Olivier;405033;Montriond;785;17.0;2539;2;2
Ladner;Beat;716089;Meilen-Männedorf;784;0.0;2540;3;3
Sutter;Thomas;617033;Binningen;784;6.0;2541;3;3
Portmann;Werner;601621;Döttingen;784;-9.0;2542;3;3
Simone;Elia;715063;Oberriet;784;-59.0;2543;3;3
Pfiffner;Tim;716061;Rapperswil-Jona;784;29.0;2544;2;2
Gigandet;Patrick;404455;Lausanne;784;-5.0;2545;3;3
Sörensen;Johann;417074;Rossens;783;-12.0;2546;3;3
Funkhouser;Arthur;504343;Niederscherli;783;6.0;2547;3;3
Bührer;Daniel;701506;Schaffhausen;783;0.0;2548;3;3
Christe;Hans;703054;Young Stars ZH;783;-7.0;2549;3;3
Freiburghaus;Patrik;516053;Herzogenbuchsee;783;2.0;2550;3;3
Schenkel;Peter;508009;Stettlen;783;7.0;2551;3;3
Steinacher;Tobias;610024;Brugg;782;9.0;2552;2;2
Heinen;Diego;405751;Brig-Glis;782;17.0;2553;2;2
Kilchenmann;Paul-André;401254;Omega;782;6.0;2554;2;2
Sutter;Kurt;500795;Grauholz;782;-27.0;2555;3;3
Nussbaum;Rolf;500782;Grauholz;782;7.0;2556;2;2
Trinchan;Yann;404972;Ependes;781;-36.0;2557;3;3
Michel;Janosch;816038;Kriens;781;-11.0;2558;3;3
Bergem;Jean-Yves;405377;Romont-Villaz;781;-21.0;2559;3;3
Coddeville;Kevin;413061;Dorénaz;781;15.0;2560;2;2
Solera;Juan;618042;Basel;781;43.0;2561;2;2
Fischer;Sander;715010;Arbon;781;22.0;2562;3;3
Simsek;Bünyamin;518001;Bern;781;25.0;2563;2;2
Stankic;Petar;818058;Dierikon-Ebikon;781;-10.0;2564;3;3
Höltschi;Guido;802036;Dierikon-Ebikon;781;-33.0;2565;3;3
Würtemberger;Wolfgang;712040;Weinfelden;780;-18.0;2566;3;3
Neumann;Frédéric;418034;Yvorne;780;0.0;2567;3;3
Humair;Christian;228010;Tavannes;780;-15.0;2568;3;3
Batinic;Danijel;715161;Zürich-Affoltern;780;0.0;2569;3;3
Hürlimann;Roger;700723;Muolen;780;15.0;2570;2;2
Borda;Pedro;100937;Silver Star;780;0.0;2571;3;3
Herzog;Matthieu;414073;Aigle;780;12.0;2572;2;2
Roll;Paul;413103;Romont-Villaz;780;4.0;2573;3;3
Baettig;Alain;101617;Puplinge;780;-9.0;2574;3;3
Cannon;Marcus;601502;Waldenburg;779;-34.0;2575;3;3
Audeoud;Matthias;108019;UGS-Chênois;779;-21.0;2576;3;3
Pleisch;Nic;800799;Kriens;779;-10.0;2577;3;3
Tarashev;Alec Nikolov;615074;Rio-Star Muttenz;779;0.0;2578;2;2
Fuchs;Paul;700084;Bronschhofen;779;-28.0;2579;3;3
Carré;Albert;411036;Bulle;779;-41.0;2580;3;3
Tilotta;Francesco;705109;Bronschhofen;779;41.0;2581;2;2
Erzberger;Leon;713035;Bassersdorf;779;24.0;2582;2;2
Wildhaber;Severin;510064;Münsingen;779;13.0;2583;2;2
Damcikas;Saulius;616036;Mellingen;778;-7.0;2584;3;3
Dal Moro;Eric;706044;Wollerau;778;-3.0;2585;3;3
Merz;Stefan;809052;Baar;778;-1.0;2586;3;3
Frey;Rolf;709043;Zürich-Affoltern;778;0.0;2587;3;3
Fregonese;Mario;504204;Münsingen;778;11.0;2588;2;2
Ryser;Rico;507032;Lyss;778;1.0;2589;3;3
Schleinkofer;Cyrill;716118;Uster;778;16.0;2590;2;2
Schmitt;Antoine;118015;Veyrier;777;-6.0;2591;3;3
Frison;Nicolas;419001;Villars/Glâne;777;12.0;2592;2;2
Thaler;Yohan;416090;Pully;777;42.0;2593;2;2
Stoller;Thomas;712044;Zürich-Affoltern;776;-2.0;2594;3;3
Marxer;Horst;701032;Schaan-Eschen/Mauren;776;5.0;2595;2;2
Cattaruzza;Remo;600661;Copains Birsfelden;776;-2.0;2596;3;3
Gonzenbach;Peter;702395;Young Stars ZH;776;0.0;2597;3;3
Brunck;Holger;517001;Royal Bern;776;14.0;2598;2;2
